case_id,layer,risk_cluster,primary_diagram,primary_anchor,supporting_diagrams,invariant_ids,gold_ids,review_status,implementation_status
COM-022,technical,RC-MESSAGING,RF-UML-SEQ-FUP-01,FOLLOWUP_BOT_LOOP_GUARD,RF-UML-ACT-FUP-01;RF-UML-SM-MSG-01,,,ACCEPTED,NOT_VERIFIED
COM-023,technical,RC-MESSAGING,RF-UML-SEQ-OPR-02,OUTCOME_UNKNOWN_RECONCILE,RF-UML-SM-OPR-01;RF-UML-REL-MUT-01;RF-UML-SEQ-MSG-01,,,ACCEPTED,NOT_VERIFIED
COM-024,technical,RC-MESSAGING,RF-UML-ACT-MSG-01,RISK_EXCEPTION,RF-UML-SEQ-MSG-01;RF-UML-SM-MSG-01;RF-UML-CD-COM-01,INV-10,,ACCEPTED,NOT_VERIFIED
BKP-001,technical,RC-BACKUP-DR,RF-UML-ACT-REL-01,ONLINE_BACKUP,RF-UML-SEQ-DR-01;RF-UML-SM-DAT-01;RF-UML-DEP-LOCAL-01,,,ACCEPTED,NOT_VERIFIED
BKP-002,technical,RC-BACKUP-DR,RF-UML-SEC-CRED-01,EXPORT_SECRET_EXCLUSION,RF-UML-DEP-LOCAL-01;RF-UML-CD-AUTH-01,,,ACCEPTED,NOT_VERIFIED
BKP-003,technical,RC-BACKUP-DR,RF-UML-SEQ-DR-01,RESTORE_EXACT_INVARIANTS,RF-UML-SM-DAT-01;RF-UML-DEP-LOCAL-01,,,ACCEPTED,NOT_VERIFIED
BKP-004,technical,RC-BACKUP-DR,RF-UML-SEQ-MIG-01,BACKUP_SCHEMA_ATOMIC_COMPATIBILITY,RF-UML-ACT-REL-01;RF-UML-DEP-LOCAL-01,,,ACCEPTED,NOT_VERIFIED
BKP-005,technical,RC-BACKUP-DR,RF-UML-SEQ-DR-01,DR_REAUTH_RECONCILE,RF-UML-SM-DAT-01;RF-UML-DEP-LOCAL-01,,,ACCEPTED,NOT_VERIFIED
BKP-006,technical,RC-BACKUP-DR,RF-UML-SEQ-DR-01,DR_REAUTH_RECONCILE,RF-UML-SM-DAT-01;RF-UML-DEP-LOCAL-01,INV-05,,ACCEPTED,NOT_VERIFIED
BKP-007,technical,RC-BACKUP-DR,RF-UML-SEQ-DR-01,DR_REAUTH_RECONCILE,RF-UML-SM-DAT-01;RF-UML-DEP-LOCAL-01,INV-09,,ACCEPTED,NOT_VERIFIED
BKP-008,technical,RC-BACKUP-DR,RF-UML-SEQ-DR-01,RESTORE_LEDGER_LOSS_FREEZE,RF-UML-SM-DAT-01;RF-UML-DEP-LOCAL-01;RF-UML-REL-MUT-01,INV-04,,ACCEPTED,NOT_VERIFIED
BKP-009,technical,RC-BACKUP-DR,RF-UML-ACT-DELETE-01,DELETE_PII_FIRST,RF-UML-SEQ-DATA-01;RF-UML-SM-DAT-01,,,ACCEPTED,NOT_VERIFIED
RES-001,technical,RC-RESOURCE-FAILURE,RF-UML-SEQ-RES-01,PREPARE_STORAGE_FAILURE,RF-UML-SM-OPR-01;RF-UML-SM-RUN-01,INV-12,,ACCEPTED,NOT_VERIFIED
RES-002,technical,RC-RESOURCE-FAILURE,RF-UML-SEQ-RES-01,POST_MUTATION_PERSIST_FAILURE,RF-UML-SM-OPR-01;RF-UML-SM-RUN-01,INV-04,,ACCEPTED,NOT_VERIFIED
RES-003,technical,RC-RESOURCE-FAILURE,RF-UML-SEQ-RES-01,DB_BACKPRESSURE,RF-UML-SM-OPR-01;RF-UML-SM-RUN-01,,,ACCEPTED,NOT_VERIFIED
RES-004,technical,RC-RESOURCE-FAILURE,RF-UML-SEQ-CONC-01,FENCING_REJECTS_STALE,RF-UML-SEQ-RES-01;RF-UML-SM-OPR-01;RF-UML-SM-RUN-01;RF-UML-REL-MUT-01,INV-05,,ACCEPTED,NOT_VERIFIED
RES-005,technical,RC-RESOURCE-FAILURE,RF-UML-SEQ-RES-01,RES_005_CRITICAL_DEPENDENCIES_FAIL_CLOSED,RF-UML-SM-OPR-01;RF-UML-SM-RUN-01,INV-12,,ACCEPTED,NOT_VERIFIED
OBS-001,technical,RC-OBSERVABILITY,RF-UML-SEQ-OBS-01,AUDIT_EXECUTION_ENVELOPE,RF-UML-CMP-TARGET-01;RF-UML-SEC-BOUNDARY-01,INV-12,,ACCEPTED,NOT_VERIFIED
OBS-002,technical,RC-OBSERVABILITY,RF-UML-SEQ-OBS-01,UNKNOWN_STATUS_PROJECTION,RF-UML-CMP-TARGET-01;RF-UML-SEC-BOUNDARY-01;RF-UML-SM-OPR-01;RF-UML-SM-SAGA-01,,,ACCEPTED,NOT_VERIFIED
OBS-003,technical,RC-OBSERVABILITY,RF-UML-SEQ-OBS-01,OBSERVABILITY_REDACTION,RF-UML-CMP-TARGET-01;RF-UML-SEC-BOUNDARY-01,,,ACCEPTED,NOT_VERIFIED
OBS-004,technical,RC-OBSERVABILITY,RF-UML-SEQ-OBS-01,SECURITY_ALERT_DEDUP,RF-UML-CMP-TARGET-01;RF-UML-SEC-BOUNDARY-01,,,ACCEPTED,NOT_VERIFIED
OBS-005,technical,RC-OBSERVABILITY,RF-UML-SEQ-OBS-01,AUDIT_TAMPER_FREEZE,RF-UML-CMP-TARGET-01;RF-UML-SEC-BOUNDARY-01,,,ACCEPTED,NOT_VERIFIED
OBS-006,technical,RC-OBSERVABILITY,RF-UML-SEQ-OBS-01,DIAGNOSTIC_EXPORT_CONSENT,RF-UML-CMP-TARGET-01;RF-UML-SEC-BOUNDARY-01,,,ACCEPTED,NOT_VERIFIED
OSS-001,technical,RC-OSS-DEPLOYMENT,RF-UML-REL-BOOT-01,OSS_001_PROTOCOL_VERSION_GATE,RF-UML-SEQ-MIG-01;RF-UML-ACT-REL-01;RF-UML-DEP-LOCAL-01,,,ACCEPTED,NOT_VERIFIED
OSS-002,technical,RC-OSS-DEPLOYMENT,RF-UML-SEQ-MIG-01,ROLLING_PROTOCOL_COMPATIBILITY,RF-UML-ACT-REL-01;RF-UML-DEP-LOCAL-01,INV-05,,ACCEPTED,NOT_VERIFIED
OSS-003,technical,RC-OSS-DEPLOYMENT,RF-UML-SEQ-PLG-01,OSS_003_PLUGIN_TRUST_AND_RUNTIME_ENFORCEMENT,RF-UML-CMP-EXT-01;RF-UML-CD-EXT-01,,,ACCEPTED,NOT_VERIFIED
OSS-004,technical,RC-OSS-DEPLOYMENT,RF-UML-DEP-LOCAL-01,LOCALHOST_SECURITY,RF-UML-CMP-TARGET-01;RF-UML-SEC-CRED-01;RF-UML-SEC-BOUNDARY-01,,,ACCEPTED,NOT_VERIFIED
OSS-005,technical,RC-OSS-DEPLOYMENT,RF-UML-SEC-BOUNDARY-01,MULTIUSER_FEATURE_GATE,RF-UML-CMP-TARGET-01;RF-UML-CD-DOM-01,,,ACCEPTED,NOT_VERIFIED
OSS-006,technical,RC-OSS-DEPLOYMENT,RF-UML-REL-BOOT-01,OSS_006_POSIX_PERMISSION_GATE,RF-UML-DEP-LOCAL-01;RF-UML-CMP-TARGET-01;RF-UML-SEC-CRED-01,,,ACCEPTED,NOT_VERIFIED
OSS-007,technical,RC-OSS-DEPLOYMENT,RF-UML-SEC-SUPPLY-01,OSS_007_RELEASE_INTEGRITY_GATE,RF-UML-SEQ-PLG-01;RF-UML-CMP-EXT-01;RF-UML-CD-EXT-01;RF-UML-UC-OSS-01,,,ACCEPTED,NOT_VERIFIED
OSS-008,technical,RC-OSS-DEPLOYMENT,RF-UML-SEQ-DR-01,CROSS_PLATFORM_CANONICAL_RESTORE,RF-UML-SM-DAT-01;RF-UML-DEP-LOCAL-01;RF-UML-DEP-HOSTED-01,,,ACCEPTED,NOT_VERIFIED
